,open_time,open,high,low,close,volume,close_time
0,2017-08-17 00:00:00.000,4261.48,4485.39,4200.74,4285.08,795.150377,2017-08-17 23:59:59.999
1,2017-08-18 00:00:00.000,4285.08,4371.52,3938.77,4108.37,1199.888264,2017-08-18 23:59:59.999
2,2017-08-19 00:00:00.000,4108.37,4184.69,3850.0,4139.98,381.309763,2017-08-19 23:59:59.999
3,2017-08-20 00:00:00.000,4120.98,4211.08,4032.62,4086.29,467.083022,2017-08-20 23:59:59.999
4,2017-08-21 00:00:00.000,4069.13,4119.62,3911.79,4016.0,691.74306,2017-08-21 23:59:59.999
5,2017-08-22 00:00:00.000,4016.0,4104.82,3400.0,4040.0,966.684858,2017-08-22 23:59:59.999
6,2017-08-23 00:00:00.000,4040.0,4265.8,4013.89,4114.01,1001.136565,2017-08-23 23:59:59.999
7,2017-08-24 00:00:00.000,4147.0,4371.68,4085.01,4316.01,787.418753,2017-08-24 23:59:59.999
8,2017-08-25 00:00:00.000,4316.01,4453.91,4247.48,4280.68,573.61274,2017-08-25 23:59:59.999
9,2017-08-26 00:00:00.000,4280.71,4367.0,4212.41,4337.44,228.108068,2017-08-26 23:59:59.999
10,2017-08-27 00:00:00.000,4332.51,4400.0,4285.54,4310.01,350.692585,2017-08-27 23:59:59.999
11,2017-08-28 00:00:00.000,4310.01,4399.82,4124.54,4386.69,603.841616,2017-08-28 23:59:59.999
12,2017-08-29 00:00:00.000,4353.65,4625.85,4313.55,4587.48,603.545028,2017-08-29 23:59:59.999
13,2017-08-30 00:00:00.000,4564.52,4647.51,4416.01,4555.14,808.468771,2017-08-30 23:59:59.999
14,2017-08-31 00:00:00.000,4555.14,4745.42,4555.14,4724.89,556.956802,2017-08-31 23:59:59.999
15,2017-09-01 00:00:00.000,4689.89,4885.55,4654.88,4834.91,560.666366,2017-09-01 23:59:59.999
16,2017-09-02 00:00:00.000,4796.16,4939.19,4286.87,4472.14,929.148595,2017-09-02 23:59:59.999
17,2017-09-03 00:00:00.000,4508.5,4714.76,4298.33,4509.08,691.216198,2017-09-03 23:59:59.999
18,2017-09-04 00:00:00.000,4505.0,4527.49,3972.51,4100.11,1394.644614,2017-09-04 23:59:59.999
19,2017-09-05 00:00:00.000,4106.97,4484.99,3603.0,4366.47,1228.938157,2017-09-05 23:59:59.999
20,2017-09-06 00:00:00.000,4366.49,4662.87,4335.26,4619.77,807.363726,2017-09-06 23:59:59.999
21,2017-09-07 00:00:00.000,4619.77,4788.59,4438.19,4691.61,500.429975,2017-09-07 23:59:59.999
22,2017-09-08 00:00:00.000,4691.66,4735.39,4028.93,4282.8,1132.255046,2017-09-08 23:59:59.999
23,2017-09-09 00:00:00.000,4282.8,4426.62,4150.06,4258.81,658.782952,2017-09-09 23:59:59.999
24,2017-09-10 00:00:00.000,4258.81,4283.0,3801.0,4130.37,660.373275,2017-09-10 23:59:59.999
25,2017-09-11 00:00:00.000,4153.62,4334.43,4098.91,4208.47,699.989065,2017-09-11 23:59:59.999
26,2017-09-12 00:00:00.000,4208.6,4394.59,4040.8,4163.72,879.630319,2017-09-12 23:59:59.999
27,2017-09-13 00:00:00.000,4159.72,4165.38,3760.0,3944.69,913.462545,2017-09-13 23:59:59.999
28,2017-09-14 00:00:00.000,3944.0,3993.0,3165.13,3189.02,1665.021543,2017-09-14 23:59:59.999
29,2017-09-15 00:00:00.000,3188.01,3856.0,2817.0,3700.0,1968.866492,2017-09-15 23:59:59.999
30,2017-09-16 00:00:00.000,3674.01,3950.0,3470.66,3714.95,1297.563953,2017-09-16 23:59:59.999
31,2017-09-17 00:00:00.000,3685.23,3748.21,3499.02,3699.99,682.17121,2017-09-17 23:59:59.999
32,2017-09-18 00:00:00.000,3690.0,4123.2,3690.0,4035.01,1030.006455,2017-09-18 23:59:59.999
33,2017-09-19 00:00:00.000,4060.0,4089.97,3830.91,3910.04,902.332129,2017-09-19 23:59:59.999
34,2017-09-20 00:00:00.000,3910.04,4046.08,3820.0,3900.0,720.935076,2017-09-20 23:59:59.999
35,2017-09-21 00:00:00.000,3889.99,3910.0,3567.0,3609.99,1001.654084,2017-09-21 23:59:59.999
36,2017-09-22 00:00:00.000,3592.84,3750.0,3505.55,3595.87,838.966425,2017-09-22 23:59:59.999
37,2017-09-23 00:00:00.000,3595.88,3817.19,3542.91,3780.0,752.792791,2017-09-23 23:59:59.999
38,2017-09-24 00:00:00.000,3779.54,3789.99,3622.76,3660.02,661.63639,2017-09-24 23:59:59.999
39,2017-09-25 00:00:00.000,3660.02,3979.87,3653.69,3920.75,727.994713,2017-09-25 23:59:59.999
40,2017-09-26 00:00:00.000,3928.0,3976.99,3850.05,3882.35,526.727987,2017-09-26 23:59:59.999
41,2017-09-27 00:00:00.000,3882.36,4249.94,3872.81,4193.0,628.170966,2017-09-27 23:59:59.999
42,2017-09-28 00:00:00.000,4192.11,4300.0,4101.0,4174.5,849.785325,2017-09-28 23:59:59.999
43,2017-09-29 00:00:00.000,4178.98,4263.86,3952.01,4174.69,1602.309565,2017-09-29 23:59:59.999
44,2017-09-30 00:00:00.000,4175.0,4380.0,4138.1,4378.51,720.353183,2017-09-30 23:59:59.999
45,2017-10-01 00:00:00.000,4378.49,4406.52,4240.04,4378.48,726.963685,2017-10-01 23:59:59.999
46,2017-10-02 00:00:00.000,4400.0,4561.63,4360.0,4380.0,655.756974,2017-10-02 23:59:59.999
47,2017-10-03 00:00:00.000,4380.0,4467.33,4180.8,4310.0,1082.323563,2017-10-03 23:59:59.999
48,2017-10-04 00:00:00.000,4314.9,4373.0,4142.0,4208.59,868.465101,2017-10-04 23:59:59.999
49,2017-10-05 00:00:00.000,4208.59,4355.0,4110.0,4292.43,779.138638,2017-10-05 23:59:59.999
50,2017-10-06 00:00:00.000,4318.99,4417.0,4292.0,4369.0,506.529176,2017-10-06 23:59:59.999
51,2017-10-07 00:00:00.000,4369.0,4479.5,4312.56,4423.0,297.5975,2017-10-07 23:59:59.999
52,2017-10-08 00:00:00.000,4425.0,4658.0,4425.0,4640.0,518.462004,2017-10-08 23:59:59.999
53,2017-10-09 00:00:00.000,4640.0,4889.98,4550.0,4786.95,646.463145,2017-10-09 23:59:59.999
54,2017-10-10 00:00:00.000,4786.95,4960.0,4680.59,4783.06,1043.221773,2017-10-10 23:59:59.999
55,2017-10-11 00:00:00.000,4783.06,4881.61,4710.0,4821.43,753.429396,2017-10-11 23:59:59.999
56,2017-10-12 00:00:00.000,4821.43,5439.99,4810.16,5430.0,1276.701482,2017-10-12 23:59:59.999
57,2017-10-13 00:00:00.000,5439.99,5846.17,5379.84,5649.98,1879.82762,2017-10-13 23:59:59.999
58,2017-10-14 00:00:00.000,5650.0,5900.0,5580.01,5869.99,970.759046,2017-10-14 23:59:59.999
59,2017-10-15 00:00:00.000,5855.03,5922.3,5400.01,5709.99,1343.523375,2017-10-15 23:59:59.999
60,2017-10-16 00:00:00.000,5710.0,5788.91,5585.19,5760.02,1528.996462,2017-10-16 23:59:59.999
61,2017-10-17 00:00:00.000,5760.0,5774.98,5508.63,5595.0,1429.869376,2017-10-17 23:59:59.999
62,2017-10-18 00:00:00.000,5595.0,5596.0,5037.95,5512.06,2317.804373,2017-10-18 23:59:59.999
63,2017-10-19 00:00:00.000,5513.0,5710.0,5490.26,5683.9,1881.722107,2017-10-19 23:59:59.999
64,2017-10-20 00:00:00.000,5683.31,6110.0,5600.0,6010.01,1972.97722,2017-10-20 23:59:59.999
